time,dp3plus,dp2,glu,gal,dp2split
1,25.48%,63.74%,9.73%,1.05%,12.12%
2,33.51%,50.88%,14.08%,1.53%,19.84%
3,40.72%,39.30%,18.27%,1.72%,34.74%
4,42.14%,36.73%,19.29%,2.00%,42.44%
5,43.15%,34.19%,20.23%,2.44%,51.60%
6,44.22%,32.84%,21.51%,1.90%,60.69%
7,43.99%,32.51%,22.26%,1.24%,63.89%
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
